ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CH0012032048","RHO5","ROCHE HLDG AG GEN.","Other","EUR",2504218,2017-07-19,11:00,220.7,220.7,220.7,220.7,20,2
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-07-19,11:00,105.1,105.1,105.05,105.1,98,4
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-19,11:00,130.4,130.4,130.4,130.4,108,2
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-19,11:00,33.06,33.06,33.06,33.06,61,1
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2017-07-19,11:00,28.69,28.69,28.69,28.69,18,1
"DE000A0JC8S7","D6H","DATAGROUP SE  INH. O.N.","Common stock","EUR",2504338,2017-07-19,11:00,33.895,33.895,33.895,33.895,15,1
"DE000A0KEXC7","V3S","VECTRON SYSTEMS      O.N.","Common stock","EUR",2504348,2017-07-19,11:00,37.22,37.22,37.1,37.1,312,2
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-07-19,11:00,12.115,12.115,12.115,12.115,304,2
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-19,11:00,49.435,49.44,49.425,49.44,489,6
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-07-19,11:00,53.45,53.45,53.45,53.45,107,2
"DE000A1JBPV9","SW1","SHW AG","Common stock","EUR",2504476,2017-07-19,11:00,37.25,37.25,37.16,37.17,226,4
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-07-19,11:00,63.27,63.27,63.27,63.27,118,1
"DE000A1TNUT7","DBAN","DT.BETEILIG.AG   NA O.N.","Common stock","EUR",2504519,2017-07-19,11:00,38.81,38.81,38.81,38.81,1,1
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2017-07-19,11:00,33.61,33.61,33.61,33.61,18,1
"DE000A12UP29","L1OA","LLOYD FONDS AG","Common stock","EUR",2504565,2017-07-19,11:00,3.18,3.18,3.18,3.18,1300,1
"DE000A13SX22","HLE","HELLA KGAA HUECK+CO. O.N.","Common stock","EUR",2504580,2017-07-19,11:00,45.07,45.07,45.07,45.07,15,1
"DE000A14KL72","VSC","4SC AG","Common stock","EUR",2504585,2017-07-19,11:00,4.311,4.311,4.311,4.311,75,1
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2017-07-19,11:00,72.18,72.23,72.18,72.18,225,6
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-07-19,11:00,36.065,36.065,36.04,36.05,1074,14
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2017-07-19,11:00,23.2,23.2,23.195,23.195,605,3
