ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000746409","OEWA","VERBUND AG       INH. A","Common stock","EUR",2504176,2017-07-18,12:00,17.46,17.46,17.46,17.46,229,2
"DE000ETFL011","EL4A","DK DAX","ETF","EUR",2504258,2017-07-18,12:00,114.74,114.74,114.74,114.74,5801,2
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-07-18,12:00,108.28,108.28,108.28,108.28,2900,1
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2017-07-18,12:00,31.145,31.23,31.145,31.23,1127,10
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-18,12:00,11.58,11.58,11.58,11.58,295,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-18,12:00,130.5,130.5,130.5,130.5,177,4
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-07-18,12:00,48.47,48.495,48.47,48.495,236,3
"DE000A0KEXC7","V3S","VECTRON SYSTEMS      O.N.","Common stock","EUR",2504348,2017-07-18,12:00,128,128,128,128,8,1
"DE000A0S8488","HHFA","HAMBURG.HAFEN U.LOG.A-SP","Common stock","EUR",2504409,2017-07-18,12:00,21.32,21.43,21.305,21.43,926,10
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2017-07-18,12:00,7.313,7.32,7.313,7.32,3008,5
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2017-07-18,12:00,28.45,28.46,28.45,28.46,236,3
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-18,12:00,48.835,48.855,48.835,48.84,441,8
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-07-18,12:00,180.15,180.15,180.15,180.15,1776,4
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-07-18,12:00,53.01,53.01,53.01,53.01,70,1
"DE000A1K0235","SMHN","SUESS MICROTEC AG NA O.N.","Common stock","EUR",2504495,2017-07-18,12:00,11.64,11.675,11.64,11.675,3561,18
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-07-18,12:00,34.55,34.55,34.545,34.55,1085,5
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-07-18,12:00,62.69,62.7,62.68,62.7,348,3
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2017-07-18,12:00,10.77,10.77,10.77,10.77,230,2
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2017-07-18,12:00,17.845,17.845,17.845,17.845,1217,3
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-07-18,12:00,35.81,35.81,35.81,35.81,142,1
"DE000A2DAM11","TINA","BAUMOT GROUP AG  O.N.","Common stock","EUR",2504640,2017-07-18,12:00,2.451,2.451,2.45,2.451,2191,2
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-07-18,12:00,81.98,82.03,81.98,82.03,3129,24
