ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CH0011075394","ZFIN","ZURICH INSUR.GR.NA.SF0,10","Common stock","EUR",2504215,2017-07-24,11:00,258.7,258.7,258.65,258.65,8,2
"CH0012005267","NOT","NOVARTIS NAM.     SF 0,50","Common stock","EUR",2504217,2017-07-24,11:00,72.23,72.24,72.23,72.24,277,3
"CH0012032048","RHO5","ROCHE HLDG AG GEN.","Other","EUR",2504218,2017-07-24,11:00,219.6,219.65,219.6,219.6,75,2
"CH0108503795","M6YA","MEYER BUR.TECH.NAM.SF-,05","Common stock","EUR",2504246,2017-07-24,11:00,1.42,1.42,1.42,1.42,345,1
"DE000A0X8994","DEL2","ETFS DAX DLY 2X LG GO DZ","ETF","EUR",2504256,2017-07-24,11:00,293.65,293.65,293.65,293.65,15,1
"DE000A0X9AA8","DES2","ETFS DAX DLY2XSH.GO UC.DZ","ETF","EUR",2504257,2017-07-24,11:00,5.16,5.16,5.16,5.16,300,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-07-24,11:00,106,106.03,106,106.03,98,3
"LU0292106241","DXSN","DB X-TR.SHORTDAX DAILY 1C","ETF","EUR",2504270,2017-07-24,11:00,22.21,22.21,22.21,22.21,0,2
"LU0378438732","C001","COMSTAGE-DAX UCITS ETF I","ETF","EUR",2504271,2017-07-24,11:00,119.27,119.27,119.27,119.27,47,1
"LU0411075376","DBPE","DB X-TR.LEVDAX DAILY 1C","ETF","EUR",2504273,2017-07-24,11:00,112.6,112.6,112.6,112.6,500,1
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-07-24,11:00,2.851,2.851,2.84,2.846,15501,8
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-07-24,11:00,102.25,102.25,102.25,102.25,84,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-24,11:00,126.5,126.5,126.3,126.3,2511,50
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-24,11:00,33.53,33.53,33.53,33.53,229,2
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-07-24,11:00,47.66,47.685,47.595,47.595,2483,15
