ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE0002635273","EXSB","ISHARES DIVDAX UCITS ETF","ETF","EUR",2504264,2017-07-14,19:30,17.615,17.615,17.615,17.615,0,1
"DE000A0D8Q49","EXX5","IS.DJ U.S.SELEC.DIV.U.ETF","ETF","EUR",2504295,2017-07-14,19:30,56.52,56.52,56.52,56.52,0,1
"DE000A0EKMG1","VVV1","OEKOWORLD AG VZNA O.N.","Common stock","EUR",2504298,2017-07-14,19:30,13.99,13.99,13.99,13.99,0,1
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.","ETF","EUR",2504305,2017-07-14,19:30,27.06,27.06,27.06,27.06,0,1
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.","ETF","EUR",2504306,2017-07-14,19:30,18.67,18.67,18.67,18.67,0,1
"DE000A0F5UK5","EXV6","IS.S.E.600 BA.RE.U.ETF A.","ETF","EUR",2504307,2017-07-14,19:30,41.94,41.94,41.94,41.94,0,1
"DE000A0H08D2","EXX7","ISHARES NIKKEI 225 U.ETF","ETF","EUR",2504322,2017-07-14,19:30,3.181,3.181,3.181,3.181,0,1
"DE000A0H08E0","EXV7","IS.S.EU.600 CHEM.U.ETF A.","ETF","EUR",2504323,2017-07-14,19:30,90.71,90.71,90.71,90.71,0,1
"DE000A0H08F7","EXV8","ISH.S.EU.600 C+M U.ETF A.","ETF","EUR",2504324,2017-07-14,19:30,45.96,45.96,45.96,45.96,0,1
"DE000A0H08G5","EXH2","IS.S.E.600 FIN.S.U.ETF A.","ETF","EUR",2504325,2017-07-14,19:30,46.94,46.94,46.94,46.94,0,1
"DE000A0H08H3","EXH3","IS.S.E.600 FO.+B.U.ETF A.","ETF","EUR",2504326,2017-07-14,19:30,65.32,65.32,65.32,65.32,0,1
"DE000A0H08J9","EXH4","IS.S.E.600 I.G+S.U.ETF A.","ETF","EUR",2504327,2017-07-14,19:30,52.13,52.13,52.13,52.13,0,1
"DE000A0H08K7","EXH5","IS.S.E.600 INSUR.U.ETF A.","ETF","EUR",2504328,2017-07-14,19:30,28.56,28.56,28.56,28.56,0,1
"DE000A0H08L5","EXH6","IS.S.E.600 MEDIA U.ETF A.","ETF","EUR",2504329,2017-07-14,19:30,25.91,25.91,25.91,25.91,0,1
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2017-07-14,19:30,28.99,28.99,28.99,28.99,0,1
"DE000A0H08N1","EXH7","ISH.S.E.600 P+HG U.ETF A.","ETF","EUR",2504331,2017-07-14,19:30,86.53,86.53,86.53,86.53,0,1
"DE000A0H08P6","EXH8","ISH.S.EU.600 RET.U.ETF A.","ETF","EUR",2504332,2017-07-14,19:30,30.06,30.06,30.06,30.06,0,1
"DE000A0H08Q4","EXV3","ISH.S.EU.600 TEC.U.ETF A.","ETF","EUR",2504333,2017-07-14,19:30,40.74,40.74,40.74,40.74,0,1
"DE000A0H08R2","EXV2","ISH.S.EU.600 TEL.U.ETF A.","ETF","EUR",2504334,2017-07-14,19:30,26.24,26.24,26.24,26.24,0,1
"DE000A0H08S0","EXV9","ISH.S.EU.600 T+L U.ETF A.","ETF","EUR",2504335,2017-07-14,19:30,24.17,24.17,24.17,24.17,0,1
"DE000A0Q4R02","EXH9","ISH.S.EU.600 UTI.U.ETF A.","ETF","EUR",2504392,2017-07-14,19:30,29.06,29.06,29.06,29.06,0,1
"DE000A0Q4R28","EXV5","ISH.S.EU.600 A+P U.ETF A.","ETF","EUR",2504393,2017-07-14,19:30,53.51,53.51,53.51,53.51,0,1
"DE000A0Q4R36","EXV4","IS.S.E.600 HEA.C.U.ETF A.","ETF","EUR",2504394,2017-07-14,19:30,75.83,75.83,75.83,75.83,0,1
"DE000A0Q4R44","EXI5","IS.S.E.600 R.EST.U.ETF A.","ETF","EUR",2504395,2017-07-14,19:30,17.49,17.49,17.49,17.49,0,1
"DE000A2DAP26","HRPN","7C SOLARPARKEN  O.N. JGE","Common stock","EUR",2504643,2017-07-14,19:30,2.35,2.35,2.35,2.35,0,1
"DE0002635299","EXSH","ISH.S.EU.SEL.DIV.30 U.ETF","ETF","EUR",2504870,2017-07-14,19:30,16.805,16.805,16.805,16.805,0,1
"DE0005408686","VVV3","OEKOWORLD AG VZNA O.N.","Common stock","EUR",2504928,2017-07-14,19:30,13.075,13.075,13.075,13.075,0,1
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2017-07-14,19:30,13.21,13.21,13.21,13.21,0,1
"DE0006289317","EXX2","ISHS ESTXX TELEC.30-15UC.","ETF","EUR",2505028,2017-07-14,19:30,35.33,35.33,35.33,35.33,0,1
"DE0002635281","EXSG","IS.EO ST.SEL.DIV.30 U.ETF","ETF","EUR",2506382,2017-07-14,19:30,20.24,20.24,20.24,20.24,0,1
"US68389X1054","ORC","ORACLE CORP.       DL-,01","Common stock","EUR",2506547,2017-07-14,19:30,43.88,43.88,43.88,43.88,0,1
