ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2017-07-12,13:00,14.075,14.075,14.075,14.075,1000,1
"CH0012142631","CLRN","CLARIANT NA   SF 3,70","Common stock","EUR",2504222,2017-07-12,13:00,20.27,20.27,20.27,20.27,270,1
"DE000ETFL235","EL4X","DK DAXPLUS MAX.DIVIDEND","ETF","EUR",2504260,2017-07-12,13:00,85.27,85.27,85.27,85.27,4000,1
"DE000A0B9N37","A8A","JDC GROUP AG O.N.","Common stock","EUR",2504284,2017-07-12,13:00,7.521,7.521,7.521,7.521,100,1
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-12,13:00,11.61,11.61,11.61,11.61,223,1
"DE000A0D8Q07","EXSI","ISHARES EURO STOXX U.ETF","ETF","EUR",2504292,2017-07-12,13:00,38.15,38.15,38.15,38.15,2700,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-12,13:00,130.5,130.5,130.5,130.5,113,5
"DE000A0EQ578","H5E","HELMA EIGENHEIMBAU AG","Common stock","EUR",2504300,2017-07-12,13:00,41.705,41.705,41.705,41.705,8,1
"DE000A0HHJR3","CLIQ","CLIQ DIGITAL AG  O.N.","Common stock","EUR",2504310,2017-07-12,13:00,6.878,6.878,6.878,6.878,58,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-12,13:00,33.115,33.135,33.115,33.135,1286,7
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-07-12,13:00,70.36,70.37,70.36,70.37,214,4
"DE000A1EK0V2","XBJP","ETFS FOR.EXC.DZ10/UN.CUR.","ETN","EUR",2504466,2017-07-12,13:00,51.44,51.44,51.44,51.44,230,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-07-12,13:00,177.8,177.8,177.7,177.7,715,3
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-07-12,13:00,47.425,47.455,47.42,47.42,493,5
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-07-12,13:00,34.46,34.47,34.46,34.47,200,2
"DE000A11QW50","ECX","EPIGENOMICS AG NA O.N.","Common stock","EUR",2504547,2017-07-12,13:00,5.648,5.648,5.637,5.648,3973,5
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2017-07-12,13:00,17.375,17.39,17.375,17.385,2036,8
"DE000A12UP37","NC5A","NORCOM INF.TECHN.AG","Common stock","EUR",2504566,2017-07-12,13:00,36.3,36.3,36.005,36.005,120,2
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-07-12,13:00,35.875,35.91,35.875,35.9,767,7
"DE000A2DAM11","TINA","BAUMOT GROUP AG  O.N.","Common stock","EUR",2504640,2017-07-12,13:00,2.006,2.006,2.006,2.006,2000,1
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-07-12,13:00,82.18,82.2,82.17,82.2,3203,9
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-07-12,13:00,111.55,111.6,111.5,111.55,5835,22
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-07-12,13:00,11.155,11.155,11.145,11.145,107150,47
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2017-07-12,13:00,8.491,8.493,8.491,8.493,5411,6
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2017-07-12,13:00,32.61,32.71,32.61,32.68,561,5
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.","Common stock","EUR",2504810,2017-07-12,13:00,9.861,9.87,9.86,9.87,3068,7
