ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-07-06,14:00,13.725,13.8,13.725,13.8,5292,17
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2017-07-06,14:00,13.78,13.78,13.76,13.77,973,4
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-07-06,14:00,107.26,107.41,107.26,107.41,10992,8
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-07-06,14:00,3.1,3.102,3.1,3.1,1656,2
"DE000A0CAYB2","WIN","DIEBOLD NIXDORF  INH.O.N.","Common stock","EUR",2504286,2017-07-06,14:00,72.31,72.32,72.31,72.32,102,2
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2017-07-06,14:00,26.555,26.595,26.555,26.595,399,4
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-07-06,14:00,114.3,114.3,113.9,113.9,455,7
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-06,14:00,12.415,12.415,12.415,12.415,1335,2
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-06,14:00,124.2,124.35,124.2,124.25,757,12
"DE000A0ETBQ4","MBB","MBB SE O.N.","Common stock","EUR",2504301,2017-07-06,14:00,94.1,94.1,94.1,94.1,1,1
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.","ETF","EUR",2504305,2017-07-06,14:00,27.11,27.14,27.08,27.14,2022,8
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-06,14:00,32.615,32.615,32.605,32.605,635,8
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-07-06,14:00,45.175,45.25,45.175,45.2,2678,12
"DE000A0JRU67","XMY","MYBET HOLDING SE NA O.N.","Common stock","EUR",2504346,2017-07-06,14:00,1.041,1.041,1.04,1.04,3600,2
"DE000A0KFKB3","E7S","ACCENTRO R.EST.AG  O.N.","Common stock","EUR",2504349,2017-07-06,14:00,9.1,9.101,9.1,9.101,250,2
"DE000A0LAUP1","CE2","CROPENERGIES AG","Common stock","EUR",2504376,2017-07-06,14:00,9.35,9.35,9.35,9.35,394,1
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-07-06,14:00,11.675,11.675,11.66,11.66,917,3
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-07-06,14:00,69.93,70.05,69.93,69.95,713,16
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2017-07-06,14:00,8.033,8.033,8.033,8.033,498,1
