ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-07-05,14:00,13.95,13.95,13.95,13.95,100,1
"AT0000937503","VAS","VOESTALPINE AG","Common stock","EUR",2504189,2017-07-05,14:00,42.115,42.115,42.115,42.115,107,1
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2017-07-05,14:00,13.91,13.93,13.91,13.93,1250,3
"CA3809564097","GO5","GOLDCORP INC.","Common stock","EUR",2504198,2017-07-05,14:00,11.17,11.17,11.15,11.17,1000,4
"CA98462Y1007","RNY","YAMANA GOLD INC.","Common stock","EUR",2504201,2017-07-05,14:00,2.095,2.095,2.095,2.095,7373,6
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2017-07-05,14:00,75.38,75.38,75.37,75.37,267,3
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-07-05,14:00,108.36,108.36,108.32,108.33,491,6
"LU0274211480","DBXD","DB X-TRACK.DAX ETF(DR)1C","ETF","EUR",2504269,2017-07-05,14:00,121.23,121.23,121.23,121.23,16,1
"LU0292106241","DXSN","DB X-TR.SHORTDAX DAILY 1C","ETF","EUR",2504270,2017-07-05,14:00,21.78,21.78,21.78,21.78,96,1
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-07-05,14:00,3.157,3.159,3.157,3.159,984,2
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2017-07-05,14:00,26.885,26.9,26.835,26.9,308,7
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-05,14:00,11.715,11.765,11.71,11.745,12751,17
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-05,14:00,124.85,124.85,124.8,124.8,175,5
"DE000A0HGQF5","MF6","MAGFORCE AG","Common stock","EUR",2504308,2017-07-05,14:00,7.001,7.001,7.001,7.001,26,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-05,14:00,32.98,32.98,32.955,32.97,593,5
"DE000A0JBPG2","PNE3","PNE WIND AG NA O.N.","Common stock","EUR",2504337,2017-07-05,14:00,2.537,2.537,2.537,2.537,250,1
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-07-05,14:00,46.08,46.08,46.075,46.075,413,3
"DE000A0KEXC7","V3S","VECTRON SYSTEMS      O.N.","Common stock","EUR",2504348,2017-07-05,14:00,125.7,125.8,125.7,125.8,39,3
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-07-05,14:00,11.81,11.81,11.805,11.805,807,3
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-07-05,14:00,70.78,70.78,70.7,70.73,350,13
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2017-07-05,14:00,6.393,6.407,6.382,6.407,4706,9
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2017-07-05,14:00,28.065,28.065,28.065,28.065,376,2
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-05,14:00,51.14,51.14,51.13,51.13,70,2
