ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000743059","OMV","OMV AG","Common stock","EUR",2504175,2017-07-11,09:00,45.495,45.495,45.47,45.47,24,2
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0,20","Common stock","EUR",2504244,2017-07-11,09:00,52.22,52.22,52.22,52.22,200,3
"DE000A0BVU28","OSP2","USU SOFTWARE AG","Common stock","EUR",2504280,2017-07-11,09:00,26.19,26.19,26.19,26.19,111,1
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-07-11,09:00,105.35,105.35,105.35,105.35,15,1
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-11,09:00,11.625,11.625,11.625,11.625,250,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-11,09:00,129.65,129.65,129.65,129.65,224,5
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-11,09:00,32.745,32.745,32.745,32.745,150,1
"DE000A0H08R2","EXV2","ISH.S.EU.600 TEL.U.ETF A.","ETF","EUR",2504334,2017-07-11,09:00,25.66,25.66,25.66,25.66,262,1
"DE000A0JKHC9","N7G","NANOGATE AG","Common stock","EUR",2504339,2017-07-11,09:00,51.5,51.5,51.5,51.5,467,1
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-07-11,09:00,46.61,46.61,46.61,46.61,65,1
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON","Common stock","EUR",2504343,2017-07-11,09:00,9.375,9.375,9.375,9.375,86,1
"DE000A0Q4R02","EXH9","ISH.S.EU.600 UTI.U.ETF A.","ETF","EUR",2504392,2017-07-11,09:00,29.06,29.06,29.06,29.06,926,1
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2017-07-11,09:00,14.78,14.785,14.78,14.785,112,2
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-11,09:00,49.975,49.975,49.975,49.975,134,1
"DE000A1K0201","GSC1","GESCO AG NA O.N.","Common stock","EUR",2504493,2017-07-11,09:00,25.21,25.21,25.21,25.21,14,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-07-11,09:00,34.055,34.065,34.045,34.045,2272,5
"DE000A1X3XX4","DIC","DIC ASSET AG NA O.N.","Common stock","EUR",2504532,2017-07-11,09:00,9.35,9.35,9.347,9.348,2449,8
"DE000A12B8Z4","TLG","TLG IMMOBILIEN AG","Common stock","EUR",2504555,2017-07-11,09:00,17.885,17.885,17.885,17.885,731,1
"DE000A13SX22","HLE","HELLA KGAA HUECK+CO. O.N.","Common stock","EUR",2504580,2017-07-11,09:00,44.91,44.92,44.91,44.92,119,3
"DE000A2DAM11","TINA","BAUMOT GROUP AG  O.N.","Common stock","EUR",2504640,2017-07-11,09:00,1.871,1.9,1.871,1.876,28400,10
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-07-11,09:00,81.85,81.85,81.83,81.84,1124,13
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-07-11,09:00,110.25,110.3,110.25,110.3,1725,12
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-07-11,09:00,11.23,11.24,11.23,11.24,11333,10
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2017-07-11,09:00,8.413,8.413,8.411,8.411,4850,7
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2017-07-11,09:00,31.43,31.51,31.43,31.46,648,10
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2017-07-11,09:00,68.79,68.81,68.77,68.8,1673,22
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2017-07-11,09:00,23.635,23.635,23.635,23.635,581,3
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2017-07-11,09:00,71.36,71.36,71.36,71.36,28,1
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2017-07-11,09:00,51.88,51.9,51.88,51.9,227,2
